_id,num_near,near_duration,time,uid
672177375fc86555907d12f0,0,0,2024-10-26T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1301,0,0,2024-10-26T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177375fc86555907d1312,0,0,2024-10-26T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1323,0,0,2024-10-26T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1334,0,0,2024-10-26T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1345,0,0,2024-10-26T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1356,0,0,2024-10-26T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1367,0,0,2024-10-26T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1378,0,0,2024-10-26T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1389,0,0,2024-10-26T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d139a,0,0,2024-10-27T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13ab,0,0,2024-10-27T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13bc,0,0,2024-10-27T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13cd,0,0,2024-10-27T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13de,0,0,2024-10-27T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d13ef,0,0,2024-10-27T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1400,0,0,2024-10-27T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1413,0,0,2024-10-27T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1424,0,0,2024-10-27T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177385fc86555907d1435,0,0,2024-10-27T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1446,0,0,2024-10-27T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1457,0,0,2024-10-27T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1468,0,0,2024-10-27T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1479,0,0,2024-10-27T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d148a,0,0,2024-10-27T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d149b,0,0,2024-10-27T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14ac,0,0,2024-10-27T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14bd,0,0,2024-10-27T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14ce,0,0,2024-10-27T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14df,0,0,2024-10-27T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d14f0,0,0,2024-10-27T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1501,0,0,2024-10-27T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1512,0,0,2024-10-27T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1523,0,0,2024-10-27T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1534,0,0,2024-10-28T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1545,0,0,2024-10-28T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177395fc86555907d1556,0,0,2024-10-28T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1567,0,0,2024-10-28T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1578,0,0,2024-10-28T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1589,0,0,2024-10-28T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d159a,0,0,2024-10-28T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15ab,0,0,2024-10-28T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15bc,0,0,2024-10-28T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15cd,0,0,2024-10-28T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15de,0,0,2024-10-28T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d15ef,0,0,2024-10-28T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1600,0,0,2024-10-28T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773a5fc86555907d1611,0,0,2024-10-28T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1622,0,0,2024-10-28T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1633,0,0,2024-10-28T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1644,0,0,2024-10-28T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1655,0,0,2024-10-28T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1666,0,0,2024-10-28T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773b5fc86555907d1677,0,0,2024-10-28T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1688,0,0,2024-10-28T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
