_id,moving_distance,start_time,end_time,uid
6717265c873f1647840fda0f,0,2024-10-22T04:00:00Z,2024-10-22T04:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda10,0,2024-10-22T04:10:00Z,2024-10-22T04:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe827,0,2024-10-22T04:00:00Z,2024-10-22T04:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe828,10,2024-10-22T04:10:00Z,2024-10-22T04:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe829,40,2024-10-22T04:20:00Z,2024-10-22T04:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe82a,0,2024-10-22T04:30:00Z,2024-10-22T04:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe82b,0,2024-10-22T04:40:00Z,2024-10-22T04:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe82c,0,2024-10-22T04:50:00Z,2024-10-22T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe850,0,2024-10-22T05:00:00Z,2024-10-22T05:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe851,0,2024-10-22T05:10:00Z,2024-10-22T05:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe852,0,2024-10-22T05:20:00Z,2024-10-22T05:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe853,0,2024-10-22T05:30:00Z,2024-10-22T05:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe854,0,2024-10-22T05:40:00Z,2024-10-22T05:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe855,0,2024-10-22T05:50:00Z,2024-10-22T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe856,0,2024-10-22T06:00:00Z,2024-10-22T06:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed65,0,2024-10-22T06:00:00Z,2024-10-22T06:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed66,0,2024-10-22T06:10:00Z,2024-10-22T06:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed67,0,2024-10-22T06:20:00Z,2024-10-22T06:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed68,0,2024-10-22T06:30:00Z,2024-10-22T06:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed69,0,2024-10-22T06:40:00Z,2024-10-22T06:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed6a,41,2024-10-22T06:50:00Z,2024-10-22T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7c3,0,2024-10-22T07:00:00Z,2024-10-22T07:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7c4,0,2024-10-22T07:10:00Z,2024-10-22T07:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7c5,0,2024-10-22T07:20:00Z,2024-10-22T07:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7c6,0,2024-10-22T07:30:00Z,2024-10-22T07:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7c7,0,2024-10-22T07:40:00Z,2024-10-22T07:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
